County,City,Location Description,Transit Type,Day of Date,Avg. PercentNorm/100
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 25, 2020",373%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 24, 2020",-67%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 23, 2020",517%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 22, 2020",-98%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 21, 2020",6%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 20, 2020",434%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 19, 2020",291%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 18, 2020",277%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 17, 2020",-66%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 16, 2020",1026%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 15, 2020",-93%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 14, 2020",56%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 13, 2020",416%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 12, 2020",246%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 11, 2020",265%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 10, 2020",-54%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 9, 2020",1100%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 8, 2020",-90%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 7, 2020",79%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 6, 2020",509%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 5, 2020",203%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 4, 2020",500%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 3, 2020",-77%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 2, 2020",722%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"April 1, 2020",-94%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 31, 2020",169%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 30, 2020",64%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 29, 2020",86%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 28, 2020",8%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 27, 2020",145%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 26, 2020",67%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 25, 2020",143%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 24, 2020",-4%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 23, 2020",2%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 22, 2020",86%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 21, 2020",134%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 20, 2020",537%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 19, 2020",364%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 18, 2020",298%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 17, 2020",113%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 16, 2020",228%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 15, 2020",52%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 14, 2020",45%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 13, 2020",-58%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 12, 2020",140%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 11, 2020",15%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 10, 2020",-27%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 9, 2020",134%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 7, 2020",-26%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 6, 2020",-32%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 5, 2020",-4%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 4, 2020",63%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 3, 2020",-43%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 2, 2020",-77%
King,,Cedar River Trail E/O 154th PL SE,Pedestrian,"March 1, 2020",-44%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"June 2, 2020",6%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"June 2, 2020",-50%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"June 2, 2020",1%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"June 1, 2020",42%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"June 1, 2020",-41%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"June 1, 2020",11%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 31, 2020",95%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 31, 2020",-12%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 31, 2020",0%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 30, 2020",-23%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 30, 2020",-69%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 30, 2020",-50%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 29, 2020",82%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 29, 2020",34%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 29, 2020",96%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 28, 2020",45%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 28, 2020",-21%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 28, 2020",66%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 27, 2020",44%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 26, 2020",95%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 26, 2020",-18%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 26, 2020",31%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 25, 2020",-5%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 25, 2020",-48%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 25, 2020",-12%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 24, 2020",100%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 24, 2020",52%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 24, 2020",79%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 23, 2020",48%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 23, 2020",88%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 23, 2020",53%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 22, 2020",-47%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 22, 2020",17%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 21, 2020",405%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 21, 2020",-73%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 21, 2020",-46%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 20, 2020",596%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 20, 2020",-63%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 20, 2020",18%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 19, 2020",7%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 19, 2020",96%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 18, 2020",14%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 18, 2020",35%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 17, 2020",103%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 17, 2020",59%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 16, 2020",-45%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 16, 2020",-42%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 15, 2020",55%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 15, 2020",117%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 14, 2020",-17%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 14, 2020",20%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 13, 2020",39%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 13, 2020",9%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 13, 2020",52%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 12, 2020",10%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 12, 2020",-30%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 12, 2020",11%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 11, 2020",21%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 11, 2020",23%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 11, 2020",39%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 10, 2020",42%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 10, 2020",18%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 10, 2020",21%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 9, 2020",38%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 9, 2020",74%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 9, 2020",55%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 8, 2020",98%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 8, 2020",19%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 8, 2020",78%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 7, 2020",93%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 7, 2020",39%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 7, 2020",77%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 6, 2020",8%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 6, 2020",-44%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 6, 2020",-9%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 5, 2020",59%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 5, 2020",-11%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 5, 2020",80%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 4, 2020",49%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 4, 2020",7%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 4, 2020",20%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 3, 2020",158%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 3, 2020",130%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 3, 2020",67%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 2, 2020",-1%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 2, 2020",-36%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 2, 2020",-34%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"May 1, 2020",65%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"May 1, 2020",17%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"May 1, 2020",131%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 30, 2020",98%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 30, 2020",-31%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 30, 2020",110%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 29, 2020",120%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 29, 2020",-54%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 29, 2020",147%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 28, 2020",30%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 28, 2020",-43%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 28, 2020",107%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 27, 2020",74%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 27, 2020",0%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 27, 2020",93%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 26, 2020",152%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 26, 2020",167%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 26, 2020",136%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 25, 2020",126%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 25, 2020",22%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 25, 2020",124%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 24, 2020",118%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 24, 2020",-19%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 24, 2020",115%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 23, 2020",55%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 23, 2020",-70%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 23, 2020",48%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 22, 2020",-19%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 22, 2020",-83%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 22, 2020",-23%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 21, 2020",5%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 21, 2020",-53%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 21, 2020",36%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 20, 2020",94%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 20, 2020",16%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 20, 2020",118%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 19, 2020",144%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 19, 2020",103%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 19, 2020",183%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 18, 2020",93%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 18, 2020",-5%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 18, 2020",91%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 17, 2020",112%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 17, 2020",-10%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 17, 2020",158%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 16, 2020",144%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 16, 2020",-19%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 16, 2020",188%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 15, 2020",101%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 15, 2020",-47%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 15, 2020",160%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 14, 2020",57%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 14, 2020",-47%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 14, 2020",155%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 13, 2020",75%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 13, 2020",-24%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 13, 2020",119%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 12, 2020",172%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 12, 2020",86%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 12, 2020",107%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 11, 2020",172%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 11, 2020",24%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 11, 2020",186%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 10, 2020",162%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 10, 2020",-7%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 10, 2020",169%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 9, 2020",125%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 9, 2020",-3%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 9, 2020",181%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 8, 2020",112%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 8, 2020",-46%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 8, 2020",225%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 7, 2020",106%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 7, 2020",-54%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 7, 2020",102%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 6, 2020",115%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 6, 2020",-18%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 6, 2020",96%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 5, 2020",140%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 5, 2020",89%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 5, 2020",116%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 4, 2020",220%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 4, 2020",114%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 4, 2020",202%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 3, 2020",105%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 3, 2020",-70%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 3, 2020",65%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 2, 2020",92%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 2, 2020",-63%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 2, 2020",111%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"April 1, 2020",157%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"April 1, 2020",-40%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"April 1, 2020",156%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 31, 2020",-55%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 31, 2020",-13%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 31, 2020",43%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 30, 2020",-23%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 30, 2020",-65%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 30, 2020",-16%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 29, 2020",162%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 29, 2020",83%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 29, 2020",55%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 28, 2020",101%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 28, 2020",19%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 28, 2020",8%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 27, 2020",34%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 27, 2020",13%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 27, 2020",31%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 26, 2020",32%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 26, 2020",-24%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 26, 2020",3%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 25, 2020",-34%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 25, 2020",-39%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 25, 2020",73%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 24, 2020",-70%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 24, 2020",-6%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 24, 2020",2%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 23, 2020",20%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 23, 2020",-62%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 23, 2020",-8%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 22, 2020",64%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 22, 2020",43%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 22, 2020",45%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 21, 2020",63%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 21, 2020",41%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 21, 2020",65%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 20, 2020",117%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 20, 2020",78%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 20, 2020",105%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 19, 2020",84%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 19, 2020",24%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 19, 2020",92%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 18, 2020",-29%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 18, 2020",36%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 18, 2020",121%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 17, 2020",-59%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 17, 2020",-38%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 17, 2020",3%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 16, 2020",48%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 16, 2020",-29%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 16, 2020",54%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 15, 2020",46%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 15, 2020",23%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 15, 2020",-8%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 14, 2020",42%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 14, 2020",-46%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 14, 2020",-23%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 13, 2020",-57%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 13, 2020",-96%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 13, 2020",-62%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 12, 2020",22%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 12, 2020",-6%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 12, 2020",-11%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 11, 2020",-49%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 11, 2020",-28%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 11, 2020",5%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 10, 2020",-71%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 10, 2020",-53%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 10, 2020",-54%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 9, 2020",29%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 9, 2020",-12%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 9, 2020",-16%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 7, 2020",-13%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 7, 2020",-35%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 7, 2020",-47%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 6, 2020",-11%
King,Bellevue,Bellevue SR 520 Trail 1,Pedestrian,"March 6, 2020",-57%
King,Bellevue,Bellevue I-90 Trail 1,Pedestrian,"March 6, 2020",-59%
King,Bellevue,Eastside Rail Corridor Trail at 108th Ave NE,Pedestrian,"March 5, 2020",7%
